,Unnamed: 0,customer_id,review_id,product_id,product_parent,product_title,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,year,month,day,helpful_rate,review_length,review,total_sentiscore
1471,1492,14540543,RW6KWOQG3UODI,B000A7B4D0,690479711,"sharp r-520ks 2-cubic-foot 1200-watt microwave oven, stainless steel",1,6,7,N,Y,very disapointed,i have been shipped two of these microwaves and they were both doa different issues sharp might consider testing them before they leave the factory i won t purchase another sharp microwave the customer service was slow and did nothing to help me i could haul it to a local service center and they said that the tech might be able to fix it while i waited but i ve been to enough service centers to know that this is not likely i m not happy at all ,2011-05-06,2011,5,6,0.8571428571428571,464,very disapointed i have been shipped two of these microwaves and they were both doa different issues sharp might consider testing them before they leave the factory i won t purchase another sharp microwave the customer service was slow and did nothing to help me i could haul it to a local service center and they said that the tech might be able to fix it while i waited but i ve been to enough service centers to know that this is not likely i m not happy at all ,0.3997
1472,1493,49532825,R1Y9OXA2S9XMF0,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,5,131,134,N,Y,microwave paint fix that works,my daughter had a ge microwave oven combo the microwave had the infamous ge flaking paint interior problem the cost of replacing the integrated units to correct the microwave was very steep so i bought a can of this paint to see if it would work br br to my amazement it did now it wasn t easy i had to degrease the inside of the oven tsp then sand it by hand and some machine for about an hour to get all the base paint solid i used paintstriper sanding blocks 60 and 100 grit the followed up with some 150 grit paper then i had to mask the oven opening with masking tape paper and a cheap plastic tarp to beware of overspray br br pro followed the directions on the can and sprayed away it worked and is still holding up 3 weeks later so about 35 in material has so far stopped a very expensive hundreds of dollars oven replacement br br cons the paint is acetone based so ventilation is a must pick a day when doors and windows can be open and i would get the kids out of the house the paint does dry very fast in about an hour ,2011-04-24,2011,4,24,0.9776119402985076,1061,microwave paint fix that works my daughter had a ge microwave oven combo the microwave had the infamous ge flaking paint interior problem the cost of replacing the integrated units to correct the microwave was very steep so i bought a can of this paint to see if it would work br br to my amazement it did now it wasn t easy i had to degrease the inside of the oven tsp then sand it by hand and some machine for about an hour to get all the base paint solid i used paintstriper sanding blocks 60 and 100 grit the followed up with some 150 grit paper then i had to mask the oven opening with masking tape paper and a cheap plastic tarp to beware of overspray br br pro followed the directions on the can and sprayed away it worked and is still holding up 3 weeks later so about 35 in material has so far stopped a very expensive hundreds of dollars oven replacement br br cons the paint is acetone based so ventilation is a must pick a day when doors and windows can be open and i would get the kids out of the house the paint does dry very fast in about an hour ,0.6621
1473,1494,51937974,R1SM4CAB2LLXGF,B000W3PH1W,721617315,pem31dmww%2d profile spacemaker ii%2dcountertop microwave oven %2d white,5,2,2,N,Y,great product ,great product fits perfectly in the space we have for it and works like a charm sleek and effective ,2011-04-22,2011,4,22,1.0,114,great product  great product fits perfectly in the space we have for it and works like a charm sleek and effective ,0.967
1474,1495,43454773,RK7AD3TY2U6CO,B001QFYDQK,295520151,sharp microwave drawer oven,3,3,5,N,Y,stopped working after 2 months,the microwave looks good but stopped heating after 2 months i am on hold now with sharp customer service the space saving design is nice but don t like waiting for the drawer to open close the controls being 4 off the ground are tempting for my 3yr old ,2011-04-21,2011,4,21,0.6,283,stopped working after 2 months the microwave looks good but stopped heating after 2 months i am on hold now with sharp customer service the space saving design is nice but don t like waiting for the drawer to open close the controls being 4 off the ground are tempting for my 3yr old ,0.7269
1475,1496,29966642,RFMHOXF78KEBN,B001QFYDSI,295520151,sharp microwave drawer oven,5,6,8,N,Y,outstanding ,this microwave is incredible very quiet and the convenience of a drawer is great easy to use and to clean ,2011-04-19,2011,4,19,0.75,118,outstanding  this microwave is incredible very quiet and the convenience of a drawer is great easy to use and to clean ,0.9287
1476,1497,37112959,RAK1CJC39CZP7,B001QFYDSI,295520151,sharp microwave drawer oven,5,8,11,N,Y,outstanding ,my sharp drawer microwave is so much more than i even hoped for it is convenient the button to open and button to close or easy pull to open or easy nudge to close and it finishes opening or closing by itself love that i had to reprogram myself to go easy to get it opening or closing then let it finish all by itself i was impatient because it takes 2 seconds rather than 1 2 second that i used on my previous microwave to jerk it open or slam it shut it s good for me to slow down for 2 seconds there are more single cook options than i have used yet i really like the push start once to get one minute cook time 2 pushes for 2 minutes etc can do the same to add a minute while cooking sensor reheat and sensor cook buttons are useful but as in prior microwaves i have to still keep a check on how it s cooking it seems to cook evenly but i probably will get a windup turntable if i can still find one it holds a 9x13 pan with room to spare the 1000w power cooks fast love it love it love it ,2011-04-18,2011,4,18,0.7272727272727273,1006,outstanding  my sharp drawer microwave is so much more than i even hoped for it is convenient the button to open and button to close or easy pull to open or easy nudge to close and it finishes opening or closing by itself love that i had to reprogram myself to go easy to get it opening or closing then let it finish all by itself i was impatient because it takes 2 seconds rather than 1 2 second that i used on my previous microwave to jerk it open or slam it shut it s good for me to slow down for 2 seconds there are more single cook options than i have used yet i really like the push start once to get one minute cook time 2 pushes for 2 minutes etc can do the same to add a minute while cooking sensor reheat and sensor cook buttons are useful but as in prior microwaves i have to still keep a check on how it s cooking it seems to cook evenly but i probably will get a windup turntable if i can still find one it holds a 9x13 pan with room to spare the 1000w power cooks fast love it love it love it ,0.9848
1477,1498,36387937,R192SRIUNNV8UF,B000W3PH1W,721617315,pem31dmww%2d profile spacemaker ii%2dcountertop microwave oven %2d white,4,4,4,N,Y,perfect for my needs,i wanted a microwave that took up as little counter space as possible had sensor cooking and was easy to use this one fit all that criteria and had a bonus a beverage key which i use a lot to heat water to the perfect temp for tea this microwave is perfect for my needs and i m very happy with it the only downside is that the quality is only average ,2011-04-07,2011,4,7,1.0,371,perfect for my needs i wanted a microwave that took up as little counter space as possible had sensor cooking and was easy to use this one fit all that criteria and had a bonus a beverage key which i use a lot to heat water to the perfect temp for tea this microwave is perfect for my needs and i m very happy with it the only downside is that the quality is only average ,0.9719
1478,1499,12730473,RDC0R6VUGN6X3,B002X7669C,981162112,ge jes0736spss 0.7 cu. ft. countertop microwave oven with 700 watts - stainless steel,2,4,7,N,Y,small and underpowered ,the box was somehow very light and right then i knew we had made a mistake this microwave is almost like a toy it is very tiny and underpowered we unpacked it and put in a pack of popcorn well it spun around on top strength for over two minutes without a single pop after 3 4 minutes about half of the popcorn was popped forget it it must have been broken or maybe just for making things warm not hot we returned it right away speedy return system ,2011-04-06,2011,4,6,0.5714285714285714,471,small and underpowered  the box was somehow very light and right then i knew we had made a mistake this microwave is almost like a toy it is very tiny and underpowered we unpacked it and put in a pack of popcorn well it spun around on top strength for over two minutes without a single pop after 3 4 minutes about half of the popcorn was popped forget it it must have been broken or maybe just for making things warm not hot we returned it right away speedy return system ,0.4228
1479,1500,20627226,RDAU808VOPYNG,B002KPM7L8,522487135,"frigidaire fgmv174k 1.7 cubic foot over-the-range microwave oven with effortless reheat and spacewis,",2,31,39,N,N,no ,the incessant beeping is enough to make you want to put your own head inside the microwave next to that when you select a defrost time it literally stops every 30 seconds to tell you to turn it over and wont start ubnless you open and close the door then push start again i hate this thing good thing it looks nice because the features the beeping and the ui is absolutely unnerving i am writing this as some steaks are defrosting in it and the constant stops and beeping has just finally gotten me to the point where i had to come here and whine about it ,2011-04-05,2011,4,5,0.7948717948717948,559,no  the incessant beeping is enough to make you want to put your own head inside the microwave next to that when you select a defrost time it literally stops every 30 seconds to tell you to turn it over and wont start ubnless you open and close the door then push start again i hate this thing good thing it looks nice because the features the beeping and the ui is absolutely unnerving i am writing this as some steaks are defrosting in it and the constant stops and beeping has just finally gotten me to the point where i had to come here and whine about it ,-0.5574
1480,1501,46111736,R1OYE6P73MSWC4,B000ZIPHM8,494668275,whirlpool gh7208xrs gold 2.0 cu. ft. stainless steel over-the-range microwave,1,0,0,N,N,velos is a dud,i purchased this produce when it first came it and loved the look of the unit within a year the interior paint has peeled off on the inside of the door and the inside of teflon coating of the unit the stainless still overs have been glued back on 3 times now and just recently the door handle broke i never leave review because honestly i am too lazy but i just had to warn buyers of this product i have contacted whirlpool twice and they told me that the paint was cosmetic and is only covered under the 30 day warranty really paint is supposed to chip within 30 days then the other parts are also cosmetic but they can get an technician to come out at my cost of course lastly despite all the bad reviews the have determined this product has no quality issues i will never buy a whirlpool product again ,2011-04-04,2011,4,4,,819,velos is a dud i purchased this produce when it first came it and loved the look of the unit within a year the interior paint has peeled off on the inside of the door and the inside of teflon coating of the unit the stainless still overs have been glued back on 3 times now and just recently the door handle broke i never leave review because honestly i am too lazy but i just had to warn buyers of this product i have contacted whirlpool twice and they told me that the paint was cosmetic and is only covered under the 30 day warranty really paint is supposed to chip within 30 days then the other parts are also cosmetic but they can get an technician to come out at my cost of course lastly despite all the bad reviews the have determined this product has no quality issues i will never buy a whirlpool product again ,0.5926
1481,1502,17820577,R3BOJIAC838HPU,B000A7B4D0,690479711,"sharp r-520ks 2-cubic-foot 1200-watt microwave oven, stainless steel",4,4,5,N,Y,great cusomer service,this unit is a replacement for an identical item that arrived with concealed damage i notifed amazon around 3pm the day it arrived and received word that a replacement unit had been ordered and it would take several days to process the order two hours later i received notification that the replacement unit had been shipped it arrived at 9 15 the next morning outstanding customer service effort by amazon this microwave replaced a 2002 sharp model identical in size power and other features the first thing i noticed is that it takes 30 to 40 longer to heat compared to the older model even after 8 years of use this is across the board not just on certain items also the keypad has been reconfigured with the start and stop buttons situated in between rows of other buttons instead of separated from other buttons as on the older model the buttons are also smaller and it is easy to push the wrong button if you get in a hurry i will say it is a more attractive unit and a lot quieter than the older model ,2011-03-20,2011,3,20,0.8,1030,great cusomer service this unit is a replacement for an identical item that arrived with concealed damage i notifed amazon around 3pm the day it arrived and received word that a replacement unit had been ordered and it would take several days to process the order two hours later i received notification that the replacement unit had been shipped it arrived at 9 15 the next morning outstanding customer service effort by amazon this microwave replaced a 2002 sharp model identical in size power and other features the first thing i noticed is that it takes 30 to 40 longer to heat compared to the older model even after 8 years of use this is across the board not just on certain items also the keypad has been reconfigured with the start and stop buttons situated in between rows of other buttons instead of separated from other buttons as on the older model the buttons are also smaller and it is easy to push the wrong button if you get in a hurry i will say it is a more attractive unit and a lot quieter than the older model ,0.8063
1482,1503,14435300,R1LN54OY5DXOUF,B000W3JHHM,943347999,pem31smss ge profile spacemaker countertop microwave oven stainless steel,1,2,3,N,N,peeling paint on ge space saver microwave,i have made the mistake of buying two ge space saver microwaves for my two homes both have badly peeling paint not only inside the door but on the back wall of the microwave as well got same answer form ge buy the paint and paint it myself did buy the paint but by then the rust was too extensive to nake it work i am also looking for a nice microwave about the same size and features ,2011-03-19,2011,3,19,0.6666666666666666,426,peeling paint on ge space saver microwave i have made the mistake of buying two ge space saver microwaves for my two homes both have badly peeling paint not only inside the door but on the back wall of the microwave as well got same answer form ge buy the paint and paint it myself did buy the paint but by then the rust was too extensive to nake it work i am also looking for a nice microwave about the same size and features ,0.5574
1483,1504,17239271,RBRQSRDAU9FB0,B000ZIPHM8,494668275,whirlpool gh7208xrs gold 2.0 cu. ft. stainless steel over-the-range microwave,3,0,0,N,N,some unique features falling apart,i bought this because i don t have a double oven in my kitchen and this can serve that purpose if you have a double oven then i think you are better off with a standard high quality microwave this is a high speed microwave convection oven but due to the size of the cavity the conv oven takes longer to heat up about 10 minutes to reach 350 once preheated convection works good does a nice job with frozen pizza rib roast chicken etc this makes really good toast in 6 minutes 3 minutes per side you have to flip the bread but i don t think it saves any time also when you use the convection oven remember it has to cool down to use it again as a microwave that can take another 10 15 minutes bought mine about 4 yrs ago with a 5yr extended warranty within the last month a piece of plastic trim fell off door handle cracked and the touch screen started randomly simulating keypresses repair service came out 3x to get the right parts ordered and repaired maybe it s fixed will find out cooks well the best feature is that this is a variable microwave unlike most units that simply turn the magnetron on and off to vary the power this one actually reduces the power itself very cool this also combines microwave with convection bake and grill capabilities and you can control the bake temp as well as the of microwave to use for grilling you control the microwave but not the grill temp as the grill halogen just stays on the whole time that isactually a very nice feature on my regular oven the broiler turns off at 500 so from that standpoint the unit is pretty smart get this on a firesale if you can get a long term 5yr extended warranty you will use it as other s point out it doesn t have program cooking can t do a delayed start can t do multiple programs in sequence doesn t have a meat thermometer but it does have a lot of pre sets so it s an ok unit i haven t really found anything that competes with it would be interested in hearing feedback on better choices ,2011-03-03,2011,3,3,,2006,some unique features falling apart i bought this because i don t have a double oven in my kitchen and this can serve that purpose if you have a double oven then i think you are better off with a standard high quality microwave this is a high speed microwave convection oven but due to the size of the cavity the conv oven takes longer to heat up about 10 minutes to reach 350 once preheated convection works good does a nice job with frozen pizza rib roast chicken etc this makes really good toast in 6 minutes 3 minutes per side you have to flip the bread but i don t think it saves any time also when you use the convection oven remember it has to cool down to use it again as a microwave that can take another 10 15 minutes bought mine about 4 yrs ago with a 5yr extended warranty within the last month a piece of plastic trim fell off door handle cracked and the touch screen started randomly simulating keypresses repair service came out 3x to get the right parts ordered and repaired maybe it s fixed will find out cooks well the best feature is that this is a variable microwave unlike most units that simply turn the magnetron on and off to vary the power this one actually reduces the power itself very cool this also combines microwave with convection bake and grill capabilities and you can control the bake temp as well as the of microwave to use for grilling you control the microwave but not the grill temp as the grill halogen just stays on the whole time that isactually a very nice feature on my regular oven the broiler turns off at 500 so from that standpoint the unit is pretty smart get this on a firesale if you can get a long term 5yr extended warranty you will use it as other s point out it doesn t have program cooking can t do a delayed start can t do multiple programs in sequence doesn t have a meat thermometer but it does have a lot of pre sets so it s an ok unit i haven t really found anything that competes with it would be interested in hearing feedback on better choices ,0.9943
1484,1505,35653914,R20EH1OW11MTS7,B000W3JHHM,943347999,pem31smss ge profile spacemaker countertop microwave oven stainless steel,5,7,8,N,N,surprisingly versatile little microwave ,as a vertically challenged individual i was looking forward to getting a countertop microwave when we remodelled our kitchen however i was not looking forward to giving up the multiple functions offered by my larger over the stove microwave additionally i did not want to give up my useable counter space which i would have to do with the standard 18 inch or more deep countertop microwaves i also wanted enough space left on the counter so that if necessary when removing something from the microwave i could sit the container on the counter immediately in front of the microwave i had a small 24 inch wide by 14 inch deep nook available between my refrigerator and the corner appliance garage but was certain i would not find a suitable microwave to fit since we were not replacing cabinets i had to work with the available spaces br br to my surprise the ge profile spacemaker ii was the exact size of the nook although there were many negative reviews of the product i decided to take a chance on this microwave and purchased one at best buy through an abundance of caution i also purchased an additional 4 year warranty so that if i experience any of the problems others have encountered i will be able to have the spacemaker ii repaired or replaced as the extended warranty was only a little more than a service call would cost i felt it was worth the expenditure br br so far i am very pleased with the ge profile spacemaker ii microwave my spouse and i do not cook meals in our microwave but do reheat beverages cook frozen vegetables and veggie burgers and occasionally defrost meat the spacemaker performs these functions admirably although it takes about 30 more time to heat cook things than my 1100 watt microwave this has not been a problem further i like this model better for defrosting as it does not start cooking the meat like the more powerful models do the control panel buttons are very responsive i have cracked other microwave s button surfaces because of the difficulty in getting them to respond to my touch i do not foresee this occuring with the spacemaker ii br br in the past i have allowed bread to raise inside my microwave i found this allowed me to leave the bowl or pan uncovered as there is no air flow inside the microwave and the temperature remains consistent the spacemaker s interior is large enough for me to continue using the microwave in which to raise bread br br because i keep this microwave on my counter i keep a plastic glass of water in it to prevent accidentally starting it empty and possibly ruining the magnatron br br further i would caution those who are looking for a compact microwave for an elderly individual who may be confused by having to choose among multiple function buttons the ge profile spacemaker ii has a control panel that can be confusing as it has 29 separate buttons from which to choose thus it might not be the best choice for individuals br br for me the ge profile spacemaker ii is the ideal microwave and i am giving it a five star rating if things change i will update my review accordingly s button surfaces because of the difficulty in getting them to respond to my touch i do not foresee this occuring with the spacemaker ii in the past i have allowed bread to raise inside my microwave i found this allowed me to leave the bowl or pan uncovered as there is no air flow inside the microwave and the temperature remains consistent the spacemaker s interior is large enough for me to continue using the microwave in which to raise bread because i keep this microwave on my counter i keep a plastic glass of water in it to prevent accidentally starting it empty and possibly ruining the magnatron further i would caution those who are looking for a compact microwave for an elderly individual who may be confused by having to choose among multiple function buttons the ge profile spacemaker ii has a control panel that can be confusing as it has 29 separate buttons from which to choose thus it might not be the best choice for individuals for me the ge profile spacemaker ii is the ideal microwave and i am giving it a five star rating if things change i will update my review accordingly ,2011-02-22,2011,2,22,0.875,4213,surprisingly versatile little microwave  as a vertically challenged individual i was looking forward to getting a countertop microwave when we remodelled our kitchen however i was not looking forward to giving up the multiple functions offered by my larger over the stove microwave additionally i did not want to give up my useable counter space which i would have to do with the standard 18 inch or more deep countertop microwaves i also wanted enough space left on the counter so that if necessary when removing something from the microwave i could sit the container on the counter immediately in front of the microwave i had a small 24 inch wide by 14 inch deep nook available between my refrigerator and the corner appliance garage but was certain i would not find a suitable microwave to fit since we were not replacing cabinets i had to work with the available spaces br br to my surprise the ge profile spacemaker ii was the exact size of the nook although there were many negative reviews of the product i decided to take a chance on this microwave and purchased one at best buy through an abundance of caution i also purchased an additional 4 year warranty so that if i experience any of the problems others have encountered i will be able to have the spacemaker ii repaired or replaced as the extended warranty was only a little more than a service call would cost i felt it was worth the expenditure br br so far i am very pleased with the ge profile spacemaker ii microwave my spouse and i do not cook meals in our microwave but do reheat beverages cook frozen vegetables and veggie burgers and occasionally defrost meat the spacemaker performs these functions admirably although it takes about 30 more time to heat cook things than my 1100 watt microwave this has not been a problem further i like this model better for defrosting as it does not start cooking the meat like the more powerful models do the control panel buttons are very responsive i have cracked other microwave s button surfaces because of the difficulty in getting them to respond to my touch i do not foresee this occuring with the spacemaker ii br br in the past i have allowed bread to raise inside my microwave i found this allowed me to leave the bowl or pan uncovered as there is no air flow inside the microwave and the temperature remains consistent the spacemaker s interior is large enough for me to continue using the microwave in which to raise bread br br because i keep this microwave on my counter i keep a plastic glass of water in it to prevent accidentally starting it empty and possibly ruining the magnatron br br further i would caution those who are looking for a compact microwave for an elderly individual who may be confused by having to choose among multiple function buttons the ge profile spacemaker ii has a control panel that can be confusing as it has 29 separate buttons from which to choose thus it might not be the best choice for individuals br br for me the ge profile spacemaker ii is the ideal microwave and i am giving it a five star rating if things change i will update my review accordingly s button surfaces because of the difficulty in getting them to respond to my touch i do not foresee this occuring with the spacemaker ii in the past i have allowed bread to raise inside my microwave i found this allowed me to leave the bowl or pan uncovered as there is no air flow inside the microwave and the temperature remains consistent the spacemaker s interior is large enough for me to continue using the microwave in which to raise bread because i keep this microwave on my counter i keep a plastic glass of water in it to prevent accidentally starting it empty and possibly ruining the magnatron further i would caution those who are looking for a compact microwave for an elderly individual who may be confused by having to choose among multiple function buttons the ge profile spacemaker ii has a control panel that can be confusing as it has 29 separate buttons from which to choose thus it might not be the best choice for individuals for me the ge profile spacemaker ii is the ideal microwave and i am giving it a five star rating if things change i will update my review accordingly ,0.9894
1485,1506,11250174,RKFZ7XR5SBVN2,B003K5FPRU,392967251,"frigidaire ffmv164l 1.6 cubic foot over-the-range microwave with fits-more capacity, 1,550 watts and,",1,10,13,N,N,broke 3 times in 5 years,fridgidaire over the range fmv 156 dca looks nice but nothing but trouble first the handle broke i fixed it then the diode rectifire failed i replaced that and the magnitron worked for a year than died in the middle of cooking a baked potatoe replaced diode still not working i am giving up and never buying fridigaire again btw i replaced it with a maytag what do you know as soon as i tried to cook some popcorn it shut off it only will stay on for 10 seconds or so before shutting off i am taking it back and am wondering how much bad luck can one have or is this all a conspiracy to keep microwave service people busy ,2011-02-20,2011,2,20,0.7692307692307693,646,broke 3 times in 5 years fridgidaire over the range fmv 156 dca looks nice but nothing but trouble first the handle broke i fixed it then the diode rectifire failed i replaced that and the magnitron worked for a year than died in the middle of cooking a baked potatoe replaced diode still not working i am giving up and never buying fridigaire again btw i replaced it with a maytag what do you know as soon as i tried to cook some popcorn it shut off it only will stay on for 10 seconds or so before shutting off i am taking it back and am wondering how much bad luck can one have or is this all a conspiracy to keep microwave service people busy ,-0.9641
1486,1507,50888651,R1VYQHPI4EGEL,B003K5FPRU,392967251,"frigidaire ffmv164l 1.6 cubic foot over-the-range microwave with fits-more capacity, 1,550 watts and,",1,28,30,N,N,five years old and dead ,looks good and had all the features we wanted too bad it melted it s wiring last night costs more to repair than to simply replace with newer less expensive model ,2011-02-16,2011,2,16,0.9333333333333332,187,five years old and dead  looks good and had all the features we wanted too bad it melted it s wiring last night costs more to repair than to simply replace with newer less expensive model ,-0.7096
1487,1508,45020519,R9S6HGRRCO1QK,B000UW1WW8,242727854,profile 2.2 cu. ft. countertop microwave w/child lockout and extra large,1,2,6,N,N,would never purchase anything by ge again,we purchased a new house which led us to purchase a new microwave and refrigerator we chose ge for both after six months the ice maker stopped working after 6 years a refrigerator which still looks brand new was freezing all of the food in the refrigerator section next came the refrigerator section not cooling at all we had to go purchase yet another refrigerator as we couldn t deal with our food going back all the time based on the reliability of this refrigerator moved this ge refrigerator down the basement to use for excess drinks etc during the holidays repair man just left after telling me it was too expensive to fix and he would not guarantee that something else didn t go wrong oh yeah forgot to mention my ge microwave broke last week also after reading the reviews complaints on ge appliances i will never ever put a ge appliance in my house spread the word ,2011-02-09,2011,2,9,0.3333333333333333,916,would never purchase anything by ge again we purchased a new house which led us to purchase a new microwave and refrigerator we chose ge for both after six months the ice maker stopped working after 6 years a refrigerator which still looks brand new was freezing all of the food in the refrigerator section next came the refrigerator section not cooling at all we had to go purchase yet another refrigerator as we couldn t deal with our food going back all the time based on the reliability of this refrigerator moved this ge refrigerator down the basement to use for excess drinks etc during the holidays repair man just left after telling me it was too expensive to fix and he would not guarantee that something else didn t go wrong oh yeah forgot to mention my ge microwave broke last week also after reading the reviews complaints on ge appliances i will never ever put a ge appliance in my house spread the word ,-0.7808
1488,1509,37129339,R19FVA0ES439CA,B0019CADPK,486381187,lg  over the range microwaves,1,4,4,N,N,this microwave is not durable ,i bought this appliance over a year ago and since then have been having a lot of problems with the door the plastic handle cracked a few months after use and this was repaired by their service a few months later the same problem occurred again but this time created a tiny crack on the door itself again it was serviced for the handle alone just after the 1 year warrantee expired the handle cracked the 3rd time this time creating a much bigger fissure on the door so that it now cannot be opened while the machine still functions the design of the door is so poor that i would not at all buy another microwave from lg again in all the houses i have owned this is the first time i have any problems with any microwave i would not at all recommend it ,2011-02-05,2011,2,5,1.0,781,this microwave is not durable  i bought this appliance over a year ago and since then have been having a lot of problems with the door the plastic handle cracked a few months after use and this was repaired by their service a few months later the same problem occurred again but this time created a tiny crack on the door itself again it was serviced for the handle alone just after the 1 year warrantee expired the handle cracked the 3rd time this time creating a much bigger fissure on the door so that it now cannot be opened while the machine still functions the design of the door is so poor that i would not at all buy another microwave from lg again in all the houses i have owned this is the first time i have any problems with any microwave i would not at all recommend it ,-0.9118
1489,1510,22011782,R19HDFJK4MACV5,B000ZIPHM8,494668275,whirlpool gh7208xrs gold 2.0 cu. ft. stainless steel over-the-range microwave,2,0,0,N,N,stay away ,this microwave was great while it worked but it didn t work near long enough i expect more from a product at this price point especially one that consumer reports rated very highly unfortunately i ve owned this microwave for approximately 18 months only to a have the magnatron apparently the part that makes it heat go out i ve contacted whirpool on 3 occasions and have not been very happy with my results first they agreed to pay for the labor and not the part then they agreed to pay for the part and not the labor the part is back ordered so i m stuck with no microwave and paying for something that judging by the number of other complaints on here is obviously a manufacturing a error i would advise staying far away from this product and this company ,2011-02-02,2011,2,2,,769,stay away  this microwave was great while it worked but it didn t work near long enough i expect more from a product at this price point especially one that consumer reports rated very highly unfortunately i ve owned this microwave for approximately 18 months only to a have the magnatron apparently the part that makes it heat go out i ve contacted whirpool on 3 occasions and have not been very happy with my results first they agreed to pay for the labor and not the part then they agreed to pay for the part and not the labor the part is back ordered so i m stuck with no microwave and paying for something that judging by the number of other complaints on here is obviously a manufacturing a error i would advise staying far away from this product and this company ,-0.9509
1490,1511,47877651,R2RLW4VXXYQAMQ,B0019CADPK,486381187,lg  over the range microwaves,1,4,4,N,Y,not recommended,door broke near the handle in less than one year had the door replaced under warranty now the new door is breaking in the exact same fashion in less than a year but now it s out of warranty new door costs over 100 serious design or manufacturing flaw i can t recommend this microwave very disappointed ,2011-01-21,2011,1,21,1.0,317,not recommended door broke near the handle in less than one year had the door replaced under warranty now the new door is breaking in the exact same fashion in less than a year but now it s out of warranty new door costs over 100 serious design or manufacturing flaw i can t recommend this microwave very disappointed ,-0.3441
1491,1512,49063553,R2NRI88ZCWEPY7,B000A7B4D0,690479711,"sharp r-520ks 2-cubic-foot 1200-watt microwave oven, stainless steel",5,9,10,N,Y,after much research online ,after our old microwave died we started searching the market online and in stores i purchased consumer reports for microwaves and then searched for them on amazon to read the customer reviews the top ten rated had horrible customer reviews so then decided to search from the bottom of the list up and this is when i found our next microwave loud was the only beef with this microwave now in our house loud with all our kids is nothing compared to a microwave basically if your trying to sleep near by this microwave then maybe it would seem loud but the 1200 watts cooks everything super fast even heat with the turning tray is awesome this is used several times a day and after a month no complaints ,2011-01-16,2011,1,16,0.9,728,after much research online  after our old microwave died we started searching the market online and in stores i purchased consumer reports for microwaves and then searched for them on amazon to read the customer reviews the top ten rated had horrible customer reviews so then decided to search from the bottom of the list up and this is when i found our next microwave loud was the only beef with this microwave now in our house loud with all our kids is nothing compared to a microwave basically if your trying to sleep near by this microwave then maybe it would seem loud but the 1200 watts cooks everything super fast even heat with the turning tray is awesome this is used several times a day and after a month no complaints ,0.5927
1492,1513,49900544,RVU9F2FUECJUX,B000ZIPHM8,494668275,whirlpool gh7208xrs gold 2.0 cu. ft. stainless steel over-the-range microwave,1,1,1,N,N,piece of junk,i had this microwave gh7208xrs slightly over one year ago today the digital display went out it is going to cost alot of repair it i definitely would not recommend anyone buy this unit unless you get the extended warranty ,2011-01-13,2011,1,13,1.0,235,piece of junk i had this microwave gh7208xrs slightly over one year ago today the digital display went out it is going to cost alot of repair it i definitely would not recommend anyone buy this unit unless you get the extended warranty ,0.1506
1493,1514,33025192,R1HFOUSMG6HYC5,B000A7B4D0,690479711,"sharp r-520ks 2-cubic-foot 1200-watt microwave oven, stainless steel",5,2,2,N,Y,sharp microwave,my husband i were looking for a microwave for my daughter her husband for a christmas gift this is the same brand that we have are very happy w it this is exactly what we were looking for so happy to find it such a reasonable price their home is nearing completion they are so excited to install this microwave start using it our daughter said that she just loves the modern look knows that it ll look wonderful w all their other stainless steal appliances ,2011-01-09,2011,1,9,1.0,472,sharp microwave my husband i were looking for a microwave for my daughter her husband for a christmas gift this is the same brand that we have are very happy w it this is exactly what we were looking for so happy to find it such a reasonable price their home is nearing completion they are so excited to install this microwave start using it our daughter said that she just loves the modern look knows that it ll look wonderful w all their other stainless steal appliances ,0.9596
1494,1515,32510545,R19BTPP6X8JKEZ,B000W3PH1W,721617315,pem31dmww%2d profile spacemaker ii%2dcountertop microwave oven %2d white,5,21,21,N,N,second time around,we replaced our 15 year old ge profile spacemaker with a new updated geprofile spacemaker microwave oven it is basically the same one with big subtle improvements i am probably the only one who used the old microwave with all of its bells and whistles i am amazed at how updated these items are today forinstance to cook fresh vegetables just load them in and push the veggie button somehow it senses when they are cooked to perfection and not rubber i cooked a perfect scrambeled egg in one minute stirring once we oredered the undermount hardware just because guess what since we replaced the identical microwave the old mount fit perfectly oh well i really would have loved it in stainless steel but didn t see it offered i do hope this gives us another 15 years but at that price i am not too worried about the track record the first ge over the stove microwave i bought 30 years ago was 600 ,2011-01-09,2011,1,9,1.0,914,second time around we replaced our 15 year old ge profile spacemaker with a new updated geprofile spacemaker microwave oven it is basically the same one with big subtle improvements i am probably the only one who used the old microwave with all of its bells and whistles i am amazed at how updated these items are today forinstance to cook fresh vegetables just load them in and push the veggie button somehow it senses when they are cooked to perfection and not rubber i cooked a perfect scrambeled egg in one minute stirring once we oredered the undermount hardware just because guess what since we replaced the identical microwave the old mount fit perfectly oh well i really would have loved it in stainless steel but didn t see it offered i do hope this gives us another 15 years but at that price i am not too worried about the track record the first ge over the stove microwave i bought 30 years ago was 600 ,0.947
